airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Economy,,24,6843
Air_India,AI-738,Bangalore,Morning,two_or_more,Evening,Economy,,24,6843
Air_India,AI-9547,Bangalore,Evening,one,Night,Economy,,24,6954
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Economy,6,24,7116
Air_India,AI-505,Bangalore,Morning,one,Evening,Economy,,24,7116
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Economy,,24,7116
Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Economy,,24,7263
Air_India,AI-738,Bangalore,Morning,two_or_more,Night,Economy,,24,7263
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Economy,,24,9960
Air_India,AI-808,Bangalore,Night,one,Evening,Economy,,24,10090
Air_India,AI-503,Bangalore,Evening,one,Evening,Economy,,24,10090
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Economy,,24,10090
Air_India,AI-505,Bangalore,Morning,one,Evening,Economy,,24,10090
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Economy,,24,10090
Vistara,UK-816,Bangalore,Morning,one,Night,Economy,,24,10724
Vistara,UK-814,Bangalore,Night,one,Morning,Economy,,24,10802
Vistara,UK-818,Bangalore,Evening,one,Morning,Economy,14,24,10802
Vistara,UK-802,Bangalore,Evening,one,Morning,Economy,,24,10802
Vistara,UK-814,Bangalore,Night,one,Afternoon,Economy,,24,10802
Vistara,UK-820,Bangalore,Evening,one,Morning,Economy,,24,10802
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Economy,,24,10802
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Economy,,24,10802
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Economy,,24,10802
Air_India,AI-505,Bangalore,Morning,one,Evening,Economy,,24,11350
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Economy,,24,11350
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Evening,Economy,,24,12550
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Economy,,24,14341
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Morning,Economy,,24,14690
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Afternoon,Economy,,24,14690
Vistara,UK-893,Bangalore,Evening,zero,Night,Economy,1,25,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Economy,,25,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Economy,1,25,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Economy,,25,1714
Indigo,6E-638,Bangalore,Evening,zero,Night,Economy,,25,1714
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Economy,,25,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Economy,,25,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Economy,,25,1714
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Economy,,25,1714
Indigo,6E-855,Bangalore,Night,zero,Night,Economy,,25,1714
Indigo,6E-684,Bangalore,Night,zero,Night,Economy,,25,1714
GO_FIRST,G8-518,Bangalore,Night,zero,Late_Night,Economy,,25,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Economy,,25,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Economy,,25,1714
Air_India,AI-516,Bangalore,Early_Morning,zero,Morning,Economy,,25,1966
Air_India,AI-9517,Bangalore,Evening,zero,Night,Economy,,25,1977
Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Economy,,25,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Economy,,25,2343
Indigo,6E-841,Bangalore,Afternoon,one,Night,Economy,,25,2767
Indigo,6E-841,Bangalore,Afternoon,one,Night,Economy,,25,2767
Indigo,6E-841,Bangalore,Afternoon,one,Night,Economy,,25,2767
Indigo,6E-6212,Bangalore,Morning,one,Night,Economy,10,25,2767
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Economy,,25,3105
Indigo,6E-841,Bangalore,Afternoon,one,Evening,Economy,,25,3105
Indigo,6E-6212,Bangalore,Morning,one,Evening,Economy,,25,3105
Indigo,6E-541,Bangalore,Morning,one,Evening,Economy,,25,3105
Indigo,6E-6212,Bangalore,Morning,one,Evening,Economy,,25,3105
Indigo,6E-357,Bangalore,Night,one,Early_Morning,Economy,,25,3354
Indigo,6E-7257,Bangalore,Morning,one,Afternoon,Economy,,25,3593
Indigo,6E-7257,Bangalore,Morning,one,Evening,Economy,,25,3593
Indigo,6E-6017,Bangalore,Evening,one,Night,Economy,,25,3656
Indigo,6E-6017,Bangalore,Evening,one,Night,Economy,,25,3656
AirAsia,I5-818,Bangalore,Early_Morning,one,Evening,Economy,,25,3832
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Economy,,25,3940
