airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
SpiceJet,SG-406,Kolkata,Night,zero,Night,Economy,,1,6488
Indigo,6E-134,Kolkata,Night,zero,Late_Night,Economy,,1,6489
AirAsia,I5-2473,Kolkata,Morning,zero,Afternoon,Economy,,1,6490
GO_FIRST,G8-519,Kolkata,Evening,one,Early_Morning,Economy,,1,6488
Indigo,6E-566,Kolkata,Night,one,Morning,Economy,,1,6489
AirAsia,I5-588,Kolkata,Afternoon,zero,Evening,Economy,,1,7029
Indigo,6E-716,Kolkata,Night,zero,Late_Night,Economy,,1,9534
Indigo,6E-6172,Kolkata,Night,one,Morning,Economy,,1,9907
Indigo,6E-822,Kolkata,Morning,zero,Afternoon,Economy,,1,10479
AirAsia,I5-1563,Kolkata,Evening,one,Night,Economy,,1,10631
Indigo,6E-6172,Kolkata,Night,one,Morning,Economy,,1,11372
Vistara,UK-772,Kolkata,Morning,one,Morning,Economy,,1,12166
Vistara,UK-772,Kolkata,Morning,one,Morning,Economy,,1,12166
Indigo,6E-966,Kolkata,Morning,two_or_more,Night,Economy,12,1,11860
AirAsia,I5-991,Kolkata,Evening,zero,Evening,Economy,,1,13047
Air_India,AI-676,Kolkata,Morning,one,Morning,Economy,,1,13419
Vistara,UK-776,Kolkata,Evening,one,Morning,Economy,,1,13773
Vistara,UK-776,Kolkata,Evening,one,Morning,Economy,,1,13773
Air_India,AI-402,Kolkata,Morning,one,Late_Night,Economy,,1,14364
Air_India,AI-773,Kolkata,Evening,one,Morning,Economy,,1,14364
Air_India,AI-402,Kolkata,Morning,one,Morning,Economy,,1,14364
Air_India,AI-402,Kolkata,Morning,one,Evening,Economy,,1,14871
Indigo,6E-7177,Kolkata,Morning,two_or_more,Night,Economy,,1,15766
Vistara,UK-776,Kolkata,Evening,one,Night,Economy,,1,16517
Indigo,6E-534,Kolkata,Evening,zero,Night,Economy,,1,16254
Vistara,UK-706,Kolkata,Morning,one,Evening,Economy,,1,17094
Vistara,UK-706,Kolkata,Morning,one,Evening,Economy,,1,17094
