airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Air_India,AI-508,Hyderabad,Afternoon,zero,Afternoon,Business,,2,15474
Air_India,AI-698,Hyderabad,Night,one,Evening,Business,,2,41520
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Business,,2,56866
Air_India,AI-541,Hyderabad,Evening,one,Late_Night,Business,,2,59367
Air_India,AI-543,Hyderabad,Morning,one,Night,Business,,2,59367
Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Business,,2,59367
Air_India,AI-541,Hyderabad,Evening,one,Morning,Business,,2,59367
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Business,,2,59367
Air_India,AI-543,Hyderabad,Morning,one,Morning,Business,,2,59367
Air_India,AI-541,Hyderabad,Evening,one,Evening,Business,24,2,59367
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Business,,2,59367
Air_India,AI-541,Hyderabad,Evening,one,Night,Business,,2,59367
Air_India,AI-543,Hyderabad,Morning,one,Evening,Business,,2,59367
Vistara,UK-830,Hyderabad,Morning,one,Evening,Business,,2,64397
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Business,7,2,64397
Vistara,UK-830,Hyderabad,Morning,one,Evening,Business,,2,64397
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Business,,2,64397
Vistara,UK-830,Hyderabad,Morning,one,Night,Business,,2,64397
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Business,,2,64397
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Business,12,2,64397
Vistara,UK-830,Hyderabad,Morning,one,Night,Business,,2,64397
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Business,,2,64397
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Business,,2,64397
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Business,,2,64397
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Business,,2,64397
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,2,64397
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,2,64397
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Business,28,2,64397
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Business,,2,64407
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Business,,2,64407
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Business,18,2,64407
Vistara,UK-890,Hyderabad,Evening,one,Morning,Business,,2,72237
Vistara,UK-890,Hyderabad,Evening,one,Morning,Business,,2,72237
Vistara,UK-890,Hyderabad,Evening,one,Evening,Business,,2,89009
Vistara,UK-890,Hyderabad,Evening,one,Night,Business,,2,89009
Vistara,UK-890,Hyderabad,Evening,one,Night,Business,29,2,89009
Vistara,UK-890,Hyderabad,Evening,one,Evening,Business,,2,97767
Air_India,AI-508,Hyderabad,Afternoon,zero,Afternoon,Business,,3,15474
Vistara,UK-876,Hyderabad,Night,one,Morning,Business,,3,41974
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Business,,3,41974
Vistara,UK-876,Hyderabad,Night,one,Morning,Business,,3,47686
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Business,,3,47686
Air_India,AI-507,Hyderabad,Morning,one,Evening,Business,,3,47626
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Business,8,3,53734
Air_India,AI-525,Hyderabad,Early_Morning,one,Late_Night,Business,,3,56866
Air_India,AI-840,Hyderabad,Night,one,Morning,Business,,3,58247
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Business,,3,58247
Air_India,AI-840,Hyderabad,Night,one,Evening,Business,,3,58247
Air_India,AI-840,Hyderabad,Night,one,Night,Business,,3,58247
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Business,,3,58247
Air_India,AI-840,Hyderabad,Night,one,Late_Night,Business,,3,58247
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Business,,3,58942
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Business,,3,58942
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,3,58942
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,3,58942
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Business,,3,59367
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Business,,3,59367
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Business,,3,59367
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Business,28,3,63277
Air_India,AI-543,Hyderabad,Morning,one,Night,Business,,3,64407
Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Business,,3,64407
Vistara,UK-870,Hyderabad,Night,one,Morning,Business,,3,71117
