airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Vistara,UK-850,Bangalore,Evening,zero,Night,Business,,1,24344
Vistara,UK-818,Bangalore,Evening,one,Evening,Business,,1,59388
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,1,59265
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,1,59265
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,1,59265
Air_India,AI-808,Bangalore,Night,one,Evening,Business,23,1,59265
Air_India,AI-808,Bangalore,Night,one,Night,Business,,1,59265
Air_India,AI-808,Bangalore,Night,one,Night,Business,,1,59265
Air_India,AI-808,Bangalore,Night,one,Night,Business,,1,59265
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,1,70700
Vistara,UK-818,Bangalore,Evening,one,Morning,Business,,1,73948
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,1,73948
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,1,73948
Vistara,UK-818,Bangalore,Evening,one,Evening,Business,,1,75595
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,1,79548
Vistara,UK-818,Bangalore,Evening,one,Morning,Business,,1,82908
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,1,95374
Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Business,,2,22556
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Business,,2,24344
Vistara,UK-854,Bangalore,Evening,zero,Night,Business,,2,24344
Vistara,UK-852,Bangalore,Morning,zero,Morning,Business,,2,24344
Vistara,UK-850,Bangalore,Evening,zero,Night,Business,,2,24344
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Business,,2,34210
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Business,,2,50823
Air_India,AI-573,Bangalore,Afternoon,one,Evening,Business,29,2,57183
Vistara,UK-657,Bangalore,Morning,one,Night,Business,,2,58028
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Business,,2,59388
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Business,,2,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,2,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,2,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,2,59265
Air_India,AI-505,Bangalore,Morning,one,Evening,Business,,2,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,2,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,2,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,2,59265
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,2,59265
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,2,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Business,,2,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,,2,59265
Air_India,AI-503,Bangalore,Evening,one,Morning,Business,,2,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,,2,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,16,2,59265
Air_India,AI-503,Bangalore,Evening,one,Morning,Business,,2,59265
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Business,,2,59265
Air_India,AI-808,Bangalore,Night,one,Evening,Business,21,2,59265
Air_India,AI-808,Bangalore,Night,one,Evening,Business,23,2,59265
Air_India,AI-503,Bangalore,Evening,one,Evening,Business,,2,59265
Air_India,AI-503,Bangalore,Evening,one,Evening,Business,,2,59265
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,2,63756
Vistara,UK-802,Bangalore,Evening,one,Night,Business,28,2,63756
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,2,63745
Air_India,AI-503,Bangalore,Evening,one,Morning,Business,,2,63745
Air_India,AI-573,Bangalore,Afternoon,one,Night,Business,,2,63898
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Business,,2,65705
Vistara,UK-818,Bangalore,Evening,one,Morning,Business,,2,66108
Vistara,UK-802,Bangalore,Evening,one,Morning,Business,,2,66108
Vistara,UK-820,Bangalore,Evening,one,Morning,Business,,2,66108
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Business,,2,66108
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Business,,2,66108
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Business,,2,66108
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,2,70700
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Business,,2,71708
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Business,,2,71708
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Business,,2,71708
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,2,73948
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,2,73948
Vistara,UK-818,Bangalore,Evening,one,Morning,Business,,2,73948
Vistara,UK-802,Bangalore,Evening,one,Morning,Business,,2,73948
Vistara,UK-820,Bangalore,Evening,one,Morning,Business,,2,73948
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,2,73948
Vistara,UK-802,Bangalore,Evening,one,Night,Business,,2,73948
Vistara,UK-820,Bangalore,Evening,one,Night,Business,,2,73948
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Business,,2,75595
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,2,77017
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,2,78316
Vistara,UK-802,Bangalore,Evening,one,Night,Business,,2,78316
Vistara,UK-820,Bangalore,Evening,one,Night,Business,,2,78316
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,14,2,79548
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,2,79548
Vistara,UK-802,Bangalore,Evening,one,Night,Business,,2,79548
Vistara,UK-820,Bangalore,Evening,one,Night,Business,,2,79548
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,2,80265
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,2,80265
Vistara,UK-818,Bangalore,Evening,one,Evening,Business,22,2,85148
Vistara,UK-802,Bangalore,Evening,one,Evening,Business,,2,85148
Vistara,UK-820,Bangalore,Evening,one,Evening,Business,,2,85148
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,15,2,85865
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,2,87472
Vistara,UK-657,Bangalore,Morning,one,Night,Business,,2,89371
Vistara,UK-657,Bangalore,Morning,one,Night,Business,,2,89371
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,2,90720
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,2,90720
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,2,96320
Air_India,AI-610,Bangalore,Evening,zero,Night,Business,,3,22556
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Business,,3,24344
Vistara,UK-852,Bangalore,Morning,zero,Morning,Business,,3,26472
Vistara,UK-850,Bangalore,Evening,zero,Night,Business,,3,40024
Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Business,26,3,44322
Air_India,AI-738,Bangalore,Morning,one,Evening,Business,,3,50823
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Business,,3,50823
Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Business,,3,51367
Air_India,AI-808,Bangalore,Night,one,Morning,Business,,3,55804
Air_India,AI-503,Bangalore,Evening,one,Morning,Business,,3,55804
Air_India,AI-808,Bangalore,Night,one,Evening,Business,23,3,55804
Air_India,AI-503,Bangalore,Evening,one,Evening,Business,,3,55804
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Business,,3,59265
Air_India,AI-505,Bangalore,Morning,one,Evening,Business,,3,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,3,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,3,59265
Air_India,AI-501,Bangalore,Afternoon,one,Night,Business,,3,59265
Air_India,AI-505,Bangalore,Morning,one,Evening,Business,,3,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,3,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,3,59265
Air_India,AI-505,Bangalore,Morning,one,Night,Business,,3,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Business,,3,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Business,,3,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,,3,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,,3,59265
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Business,16,3,59265
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,3,63756
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,3,63756
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,3,63756
Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Business,,3,63802
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Business,6,3,66108
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Business,7,3,66108
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Business,,3,68124
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Business,,3,68124
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Business,,3,68124
Vistara,UK-818,Bangalore,Evening,one,Morning,Business,,3,70364
Vistara,UK-802,Bangalore,Evening,one,Morning,Business,,3,70364
Vistara,UK-820,Bangalore,Evening,one,Morning,Business,,3,70364
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,3,70364
Vistara,UK-802,Bangalore,Evening,one,Night,Business,,3,70364
Vistara,UK-820,Bangalore,Evening,one,Night,Business,,3,70364
Vistara,UK-818,Bangalore,Evening,one,Evening,Business,,3,70700
Vistara,UK-802,Bangalore,Evening,one,Evening,Business,,3,70700
Vistara,UK-820,Bangalore,Evening,one,Evening,Business,,3,70700
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,3,73948
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,3,73948
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,3,73948
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Business,,3,77980
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Business,,3,77980
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Business,,3,77980
Vistara,UK-816,Bangalore,Morning,one,Night,Business,,3,78316
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Business,,3,78316
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Business,,3,78316
Vistara,UK-818,Bangalore,Evening,one,Night,Business,,3,78316
Vistara,UK-802,Bangalore,Evening,one,Night,Business,,3,78316
