airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Indigo,6E-588,Chennai,Evening,one,Late_Night,Economy,,1,14833
Indigo,6E-126,Chennai,Evening,zero,Evening,Economy,,1,15647
Indigo,6E-5367,Chennai,Evening,zero,Night,Economy,2,1,15647
Indigo,6E-5347,Chennai,Night,zero,Late_Night,Economy,,1,15647
Air_India,AI-539,Chennai,Evening,one,Morning,Economy,,1,25833
Air_India,AI-539,Chennai,Evening,one,Morning,Economy,,1,25833
Air_India,AI-539,Chennai,Evening,one,Evening,Economy,27,1,25833
Air_India,AI-539,Chennai,Evening,one,Night,Economy,,1,25833
Air_India,AI-539,Chennai,Evening,one,Night,Economy,,1,25833
SpiceJet,SG-612,Chennai,Night,zero,Night,Economy,2,2,5881
Indigo,6E-5347,Chennai,Night,zero,Late_Night,Economy,,2,5882
SpiceJet,SG-4010,Chennai,Morning,one,Early_Morning,Economy,,2,5881
Indigo,6E-7288,Chennai,Morning,one,Afternoon,Economy,,2,9610
Indigo,6E-847,Chennai,Evening,one,Night,Economy,,2,9715
Indigo,6E-5394,Chennai,Early_Morning,zero,Morning,Economy,2,2,9872
AirAsia,I5-1228,Chennai,Morning,one,Late_Night,Economy,,2,10188
Indigo,6E-188,Chennai,Morning,one,Afternoon,Economy,,2,10450
Indigo,6E-588,Chennai,Evening,one,Late_Night,Economy,,2,10660
SpiceJet,SG-678,Chennai,Early_Morning,zero,Morning,Economy,,2,10817
SpiceJet,SG-520,Chennai,Afternoon,one,Evening,Economy,,2,10818
Air_India,AI-538,Chennai,Night,one,Morning,Economy,,2,11567
Air_India,AI-538,Chennai,Night,one,Morning,Economy,,2,11567
Air_India,AI-538,Chennai,Night,one,Evening,Economy,,2,11567
Air_India,AI-538,Chennai,Night,one,Night,Economy,,2,11567
Air_India,AI-538,Chennai,Night,one,Night,Economy,,2,11567
Air_India,AI-538,Chennai,Night,one,Night,Economy,,2,11567
Indigo,6E-6111,Chennai,Morning,zero,Morning,Economy,,2,12287
Indigo,6E-5367,Chennai,Evening,zero,Night,Economy,2,2,12287
Air_India,AI-766,Chennai,Morning,one,Afternoon,Economy,,2,13128
Indigo,6E-6006,Chennai,Afternoon,one,Night,Economy,,2,14858
Air_India,AI-766,Chennai,Morning,one,Night,Economy,,2,14913
Vistara,UK-838,Chennai,Night,one,Morning,Economy,,2,15543
Vistara,UK-838,Chennai,Night,one,Morning,Economy,,2,15543
Indigo,6E-929,Chennai,Afternoon,zero,Afternoon,Economy,,2,15647
Indigo,6E-126,Chennai,Evening,zero,Evening,Economy,,2,15647
Air_India,AI-672,Chennai,Evening,zero,Evening,Economy,,2,15648
Indigo,6E-605,Chennai,Afternoon,one,Night,Economy,,2,15910
Vistara,UK-838,Chennai,Night,one,Afternoon,Economy,,2,16278
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,16278
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,16278
Air_India,AI-9894,Chennai,Morning,one,Night,Economy,,2,16068
Vistara,UK-838,Chennai,Night,one,Evening,Economy,,2,16593
Indigo,6E-782,Chennai,Morning,one,Evening,Economy,,2,16408
SpiceJet,SG-520,Chennai,Afternoon,one,Afternoon,Economy,,2,16908
Indigo,6E-6137,Chennai,Morning,one,Afternoon,Economy,,2,17117
Indigo,6E-6137,Chennai,Morning,one,Evening,Economy,,2,17117
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,17538
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,17538
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,17538
Vistara,UK-834,Chennai,Evening,one,Morning,Economy,18,2,17538
Vistara,UK-834,Chennai,Evening,one,Morning,Economy,,2,17538
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Economy,,2,17223
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Evening,Economy,,2,17833
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Night,Economy,,2,17833
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Night,Economy,,2,17833
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Night,Economy,,2,17833
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Morning,Economy,,2,17833
Air_India,AI-549,Chennai,Early_Morning,two_or_more,Morning,Economy,,2,17833
Vistara,UK-838,Chennai,Night,one,Afternoon,Economy,,2,18378
Vistara,UK-838,Chennai,Night,one,Evening,Economy,,2,18378
Vistara,UK-836,Chennai,Morning,one,Evening,Economy,,2,18588
Vistara,UK-832,Chennai,Early_Morning,one,Night,Economy,,2,18798
Vistara,UK-832,Chennai,Early_Morning,one,Night,Economy,,2,18798
Vistara,UK-832,Chennai,Early_Morning,one,Night,Economy,,2,18798
Vistara,UK-834,Chennai,Evening,one,Night,Economy,,2,19113
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,19113
Vistara,UK-836,Chennai,Morning,one,Evening,Economy,,2,19638
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Economy,,2,19848
Indigo,6E-605,Chennai,Afternoon,one,Evening,Economy,,2,19795
Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Economy,,2,20373
Vistara,UK-832,Chennai,Early_Morning,one,Night,Economy,,2,20373
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Economy,,2,20898
Indigo,6E-6137,Chennai,Morning,one,Evening,Economy,,2,20635
Indigo,6E-269,Chennai,Morning,one,Evening,Economy,,2,21685
Air_India,AI-430,Chennai,Morning,one,Evening,Economy,,2,21948
Air_India,AI-430,Chennai,Morning,one,Night,Economy,,2,21948
Air_India,AI-430,Chennai,Morning,one,Night,Economy,,2,21948
Air_India,AI-430,Chennai,Morning,one,Night,Economy,,2,21948
Air_India,AI-539,Chennai,Evening,one,Morning,Economy,,2,21948
Air_India,AI-539,Chennai,Evening,one,Morning,Economy,,2,21948
Vistara,UK-838,Chennai,Night,one,Night,Economy,23,2,22368
Indigo,6E-591,Chennai,Morning,one,Evening,Economy,,2,22420
Indigo,6E-605,Chennai,Afternoon,one,Evening,Economy,,2,23312
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Economy,,2,23523
Air_India,AI-440,Chennai,Early_Morning,one,Night,Economy,,2,23523
Air_India,AI-440,Chennai,Early_Morning,one,Night,Economy,,2,23523
Air_India,AI-440,Chennai,Early_Morning,one,Night,Economy,16,2,23523
Air_India,AI-539,Chennai,Evening,one,Evening,Economy,27,2,23628
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,25308
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,25991
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,25991
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,26726
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,27041
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,27566
Vistara,UK-838,Chennai,Night,one,Night,Economy,,2,27776
Vistara,UK-836,Chennai,Morning,one,Night,Economy,,2,28091
SpiceJet,SG-612,Chennai,Night,zero,Night,Economy,2,3,5881
Indigo,6E-5347,Chennai,Night,zero,Late_Night,Economy,,3,5882
Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Economy,,3,5883
AirAsia,I5-1228,Chennai,Morning,one,Late_Night,Economy,,3,5880
SpiceJet,SG-678,Chennai,Early_Morning,zero,Morning,Economy,,3,6407
Indigo,6E-156,Chennai,Night,one,Early_Morning,Economy,,3,7982
Vistara,UK-822,Chennai,Morning,zero,Morning,Economy,,3,8718
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Economy,,3,8403
Indigo,6E-5394,Chennai,Early_Morning,zero,Morning,Economy,2,3,10712
Indigo,6E-782,Chennai,Morning,one,Evening,Economy,,3,10822
Vistara,UK-838,Chennai,Night,one,Morning,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Afternoon,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Afternoon,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Evening,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Evening,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Night,Economy,23,3,11783
Vistara,UK-838,Chennai,Night,one,Night,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Night,Economy,,3,11783
Vistara,UK-838,Chennai,Night,one,Night,Economy,,3,11783
Indigo,6E-193,Chennai,Evening,one,Early_Morning,Economy,,3,11605
Vistara,UK-838,Chennai,Night,one,Morning,Economy,,3,12408
Indigo,6E-6137,Chennai,Morning,one,Afternoon,Economy,,3,12707
Indigo,6E-188,Chennai,Morning,one,Afternoon,Economy,,3,12707
Air_India,AI-766,Chennai,Morning,one,Afternoon,Economy,,3,12918
Air_India,AI-538,Chennai,Night,one,Morning,Economy,,3,13877
Air_India,AI-538,Chennai,Night,one,Evening,Economy,,3,13877
Air_India,AI-538,Chennai,Night,one,Night,Economy,,3,13877
Air_India,AI-538,Chennai,Night,one,Night,Economy,,3,13877
Air_India,AI-538,Chennai,Night,one,Night,Economy,,3,13877
Indigo,6E-588,Chennai,Evening,one,Late_Night,Economy,,3,14177
Indigo,6E-605,Chennai,Afternoon,one,Evening,Economy,,3,14492
Indigo,6E-605,Chennai,Afternoon,one,Evening,Economy,,3,14492
Indigo,6E-605,Chennai,Afternoon,one,Night,Economy,,3,14492
Indigo,6E-6137,Chennai,Morning,one,Evening,Economy,,3,14912
Indigo,6E-6137,Chennai,Morning,one,Evening,Economy,,3,14912
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Economy,,3,15032
