airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Business,,2,25600
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Business,,2,51595
Air_India,AI-698,Hyderabad,Night,one,Night,Business,,2,51595
Air_India,AI-541,Hyderabad,Evening,one,Night,Business,,2,54484
Air_India,AI-840,Hyderabad,Night,one,Morning,Business,,2,54484
Air_India,AI-541,Hyderabad,Evening,one,Morning,Business,,2,54484
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Business,,2,54484
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Business,,2,54484
Air_India,AI-840,Hyderabad,Night,one,Evening,Business,,2,54484
Air_India,AI-541,Hyderabad,Evening,one,Evening,Business,,2,54484
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Business,,2,56669
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Business,,2,58427
Air_India,AI-543,Hyderabad,Morning,one,Evening,Business,,2,59524
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Business,8,2,59524
Air_India,AI-543,Hyderabad,Morning,one,Night,Business,11,2,59524
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Business,,2,59524
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Business,,2,59524
Air_India,AI-543,Hyderabad,Morning,one,Morning,Business,,2,59524
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Business,,2,59524
Vistara,UK-830,Hyderabad,Morning,one,Evening,Business,,2,60074
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Business,,2,60074
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Morning,Business,,2,64139
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Business,,2,64733
Vistara,UK-830,Hyderabad,Morning,one,Night,Business,,2,64733
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Business,,2,64733
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Business,,2,65819
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,2,68474
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Business,,2,68474
Vistara,UK-890,Hyderabad,Evening,two_or_more,Night,Business,,2,75787
Vistara,UK-890,Hyderabad,Evening,two_or_more,Night,Business,,2,76022
Vistara,UK-890,Hyderabad,Evening,two_or_more,Morning,Business,,2,76314
Vistara,UK-890,Hyderabad,Evening,two_or_more,Night,Business,,2,77994
Vistara,UK-830,Hyderabad,Morning,one,Night,Business,,2,80950
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Business,,2,80950
Vistara,UK-830,Hyderabad,Morning,one,Morning,Business,,2,80950
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Business,,2,80950
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Business,,3,25600
Air_India,AI-508,Hyderabad,Afternoon,one,Early_Morning,Business,,3,40020
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Business,,3,40020
Air_India,AI-420,Hyderabad,Afternoon,one,Afternoon,Business,,3,43308
Vistara,UK-876,Hyderabad,Night,one,Morning,Business,,3,52726
Vistara,UK-876,Hyderabad,Night,one,Evening,Business,,3,52726
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Business,,3,52726
Vistara,UK-876,Hyderabad,Night,one,Evening,Business,,3,52726
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Business,,3,52726
Air_India,AI-840,Hyderabad,Night,one,Morning,Business,,3,53364
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Business,,3,53364
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Business,,3,53364
Air_India,AI-840,Hyderabad,Night,one,Evening,Business,,3,53364
Air_India,AI-840,Hyderabad,Night,one,Night,Business,,3,53364
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Business,,3,53364
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Business,30,3,53364
