airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
AirAsia,I5-996,Bangalore,Evening,zero,Night,Economy,,1,7489
Vistara,UK-820,Bangalore,Evening,zero,Night,Economy,,1,7489
Vistara,UK-802,Bangalore,Evening,zero,Night,Economy,,1,7489
Indigo,6E-6139,Bangalore,Afternoon,zero,Evening,Economy,,1,7488
Indigo,6E-2514,Bangalore,Evening,zero,Evening,Economy,,1,7488
Indigo,6E-2027,Bangalore,Morning,zero,Afternoon,Economy,,1,7488
Indigo,6E-2174,Bangalore,Evening,zero,Night,Economy,,1,7488
Indigo,6E-2034,Bangalore,Evening,zero,Night,Economy,,1,7488
Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Economy,,1,7489
Air_India,AI-501,Bangalore,Afternoon,zero,Afternoon,Economy,,1,7489
Air_India,AI-503,Bangalore,Evening,zero,Night,Economy,,1,7489
AirAsia,I5-1566,Bangalore,Afternoon,one,Evening,Economy,,1,7484
GO_FIRST,G8-405,Bangalore,Afternoon,one,Evening,Economy,,1,7487
GO_FIRST,G8-873,Bangalore,Morning,one,Night,Economy,,1,7487
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Night,Economy,14,1,7487
SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Economy,,1,7593
AirAsia,I5-1528,Bangalore,Early_Morning,zero,Morning,Economy,,1,7905
Indigo,6E-2186,Bangalore,Early_Morning,zero,Morning,Economy,3,1,7908
Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Economy,,1,7909
Vistara,UK-810,Bangalore,Early_Morning,zero,Morning,Economy,,1,8329
Air_India,AI-808,Bangalore,Night,zero,Night,Economy,,1,8329
AirAsia,I5-749,Bangalore,Night,zero,Late_Night,Economy,,1,8745
Air_India,AI-523,Bangalore,Early_Morning,one,Night,Economy,,1,9012
Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Economy,,1,9379
Vistara,UK-816,Bangalore,Morning,zero,Afternoon,Economy,,1,9379
Vistara,UK-818,Bangalore,Evening,zero,Night,Economy,,1,10114
AirAsia,I5-1982,Bangalore,Early_Morning,one,Night,Economy,,1,9799
AirAsia,I5-1426,Bangalore,Afternoon,one,Late_Night,Economy,,1,9799
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Economy,,1,10954
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Economy,,1,10605
Indigo,6E-6104,Bangalore,Morning,one,Night,Economy,,1,10638
AirAsia,I5-2392,Bangalore,Morning,one,Evening,Economy,,1,10733
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Economy,,1,10744
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Economy,,1,10744
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Economy,,1,10744
Indigo,6E-6104,Bangalore,Morning,one,Evening,Economy,,1,10901
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Economy,,1,11269
AirAsia,I5-1982,Bangalore,Early_Morning,one,Afternoon,Economy,,1,11164
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Economy,17,1,11164
Air_India,AI-640,Bangalore,Early_Morning,one,Morning,Economy,,1,11164
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Economy,,1,11584
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Economy,,1,11899
Indigo,6E-436,Bangalore,Early_Morning,one,Evening,Economy,,1,11793
Indigo,6E-6104,Bangalore,Morning,one,Evening,Economy,,1,11846
Vistara,UK-657,Bangalore,Morning,one,Evening,Economy,,1,12214
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Economy,,1,12424
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Economy,,1,12424
GO_FIRST,G8-873,Bangalore,Morning,one,Evening,Economy,,1,12108
GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Economy,,1,12424
Air_India,AI-573,Bangalore,Afternoon,one,Night,Economy,,1,12455
Indigo,6E-6257,Bangalore,Early_Morning,one,Evening,Economy,,1,12476
Air_India,AI-523,Bangalore,Early_Morning,one,Morning,Economy,,1,12477
GO_FIRST,G8-873,Bangalore,Morning,one,Afternoon,Economy,5,1,12686
SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Economy,,1,12738
AirAsia,I5-592,Bangalore,Evening,one,Morning,Economy,,1,12875
AirAsia,I5-1982,Bangalore,Early_Morning,one,Late_Night,Economy,,1,12875
SpiceJet,SG-531,Bangalore,Morning,one,Morning,Economy,,1,12948
Indigo,6E-276,Bangalore,Afternoon,one,Night,Economy,,1,13001
Indigo,6E-6753,Bangalore,Morning,one,Evening,Economy,,1,13106
Indigo,6E-276,Bangalore,Afternoon,one,Night,Economy,,1,13421
Vistara,UK-850,Bangalore,Evening,one,Evening,Economy,,1,13947
Vistara,UK-850,Bangalore,Evening,one,Night,Economy,,1,13947
Vistara,UK-850,Bangalore,Evening,one,Night,Economy,26,1,13947
Vistara,UK-850,Bangalore,Evening,one,Night,Economy,,1,13947
Vistara,UK-852,Bangalore,Morning,one,Evening,Economy,,1,14052
GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Economy,,1,13755
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Economy,12,1,13755
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Economy,5,1,14367
Indigo,6E-484,Bangalore,Early_Morning,one,Evening,Economy,11,1,14051
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Economy,14,1,14524
Indigo,6E-6535,Bangalore,Morning,one,Night,Economy,,1,14261
Vistara,UK-850,Bangalore,Evening,one,Morning,Economy,,1,14682
Vistara,UK-852,Bangalore,Morning,one,Morning,Economy,,1,14682
SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Economy,,1,14416
Vistara,UK-850,Bangalore,Evening,one,Morning,Economy,,1,14997
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Economy,,1,14997
Vistara,UK-852,Bangalore,Morning,one,Morning,Economy,,1,14997
Vistara,UK-852,Bangalore,Morning,one,Evening,Economy,,1,15522
Vistara,UK-852,Bangalore,Morning,one,Night,Economy,,1,15522
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Economy,,1,15522
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Economy,,1,15522
Vistara,UK-850,Bangalore,Evening,one,Evening,Economy,21,1,15522
Indigo,6E-415,Bangalore,Morning,one,Afternoon,Economy,,1,15573
Indigo,6E-484,Bangalore,Early_Morning,one,Evening,Economy,,1,15626
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Economy,,1,17201
Vistara,UK-852,Bangalore,Morning,one,Night,Economy,,1,17622
Indigo,6E-7223,Bangalore,Afternoon,one,Night,Economy,9,1,17306
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Economy,,1,17674
Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Economy,,1,17726
Vistara,UK-854,Bangalore,Evening,one,Morning,Economy,,1,18252
Indigo,6E-702,Bangalore,Early_Morning,one,Evening,Economy,,1,17930
Vistara,UK-854,Bangalore,Evening,one,Morning,Economy,,1,18567
GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Economy,,1,18271
GO_FIRST,G8-320,Bangalore,Evening,one,Morning,Economy,,1,18271
