airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Economy,,1,5943
Vistara,UK-910,Mumbai,Evening,zero,Evening,Economy,,1,6048
GO_FIRST,G8-339,Mumbai,Evening,zero,Night,Economy,,1,5942
Indigo,6E-6004,Mumbai,Evening,zero,Night,Economy,,1,5943
Indigo,6E-2077,Mumbai,Afternoon,zero,Afternoon,Economy,,1,5943
Air_India,AI-888,Mumbai,Evening,zero,Night,Economy,,1,5943
Air_India,AI-867,Mumbai,Night,zero,Night,Economy,,1,5943
Air_India,AI-660,Mumbai,Evening,zero,Night,Economy,,1,5943
GO_FIRST,G8-351,Mumbai,Morning,one,Night,Economy,,1,5942
Air_India,AI-442,Mumbai,Afternoon,one,Evening,Economy,,1,5943
Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Economy,,1,6363
Vistara,UK-960,Mumbai,Morning,zero,Afternoon,Economy,,1,6363
SpiceJet,SG-8710,Mumbai,Night,zero,Night,Economy,,1,6048
SpiceJet,SG-8158,Mumbai,Evening,zero,Night,Economy,,1,6048
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Economy,,1,6304
Indigo,6E-416,Mumbai,Evening,zero,Evening,Economy,,1,6363
Vistara,UK-940,Mumbai,Evening,zero,Night,Economy,,1,7518
Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Economy,,1,7518
Indigo,6E-939,Mumbai,Morning,one,Evening,Economy,,1,7903
Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Economy,,1,8043
Air_India,AI-631,Mumbai,Evening,one,Morning,Economy,,1,8296
AirAsia,I5-631,Mumbai,Morning,one,Evening,Economy,,1,8452
Vistara,UK-996,Mumbai,Evening,zero,Night,Economy,,1,9618
Indigo,6E-5382,Mumbai,Evening,one,Night,Economy,,1,9377
Indigo,6E-6201,Mumbai,Morning,zero,Morning,Economy,,1,10983
Indigo,6E-176,Mumbai,Afternoon,one,Night,Economy,,1,11246
Indigo,6E-6222,Mumbai,Morning,one,Evening,Economy,,1,11246
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Economy,,1,12033
Air_India,AI-639,Mumbai,Morning,one,Afternoon,Economy,,1,12138
Air_India,AI-639,Mumbai,Morning,one,Night,Economy,,1,12138
Air_India,AI-649,Mumbai,Early_Morning,one,Late_Night,Economy,,1,12308
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Economy,,1,12308
Vistara,UK-988,Mumbai,Night,zero,Night,Economy,,1,12768
Air_India,AI-639,Mumbai,Morning,one,Night,Economy,,1,12558
GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Economy,7,1,12611
Vistara,UK-651,Mumbai,Evening,one,Evening,Economy,,1,13241
Vistara,UK-863,Mumbai,Morning,one,Night,Economy,,1,13556
Vistara,UK-863,Mumbai,Morning,one,Night,Economy,,1,13556
Air_India,AI-675,Mumbai,Early_Morning,one,Morning,Economy,,1,13398
Indigo,6E-6234,Mumbai,Afternoon,one,Evening,Economy,,1,13556
AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Economy,,1,13685
GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Economy,,1,14239
Vistara,UK-851,Mumbai,Early_Morning,one,Night,Economy,,1,14606
Vistara,UK-851,Mumbai,Early_Morning,one,Night,Economy,,1,14606
Air_India,AI-651,Mumbai,Morning,one,Night,Economy,,1,14343
SpiceJet,SG-4417,Mumbai,Evening,one,Morning,Economy,,1,14527
Vistara,UK-863,Mumbai,Morning,one,Night,Economy,,1,14921
Vistara,UK-613,Mumbai,Afternoon,one,Evening,Economy,,1,15078
Vistara,UK-875,Mumbai,Evening,one,Afternoon,Economy,,1,15078
Vistara,UK-875,Mumbai,Evening,one,Evening,Economy,,1,15078
Vistara,UK-875,Mumbai,Evening,one,Night,Economy,,1,15078
Air_India,AI-675,Mumbai,Early_Morning,one,Afternoon,Economy,,1,15078
Vistara,UK-863,Mumbai,Morning,one,Afternoon,Economy,,1,15446
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Economy,,1,15498
Vistara,UK-852,Mumbai,Afternoon,one,Evening,Economy,,1,15961
Vistara,UK-851,Mumbai,Early_Morning,one,Night,Economy,,1,15971
