airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Vistara,UK-832,Chennai,Early_Morning,zero,Morning,Business,,2,31824
Vistara,UK-838,Chennai,Night,zero,Night,Business,,2,31824
Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Business,,2,31721
Air_India,AI-539,Chennai,Evening,zero,Evening,Business,,2,31721
Air_India,AI-538,Chennai,Night,zero,Night,Business,,2,31721
Air_India,AI-430,Chennai,Morning,zero,Afternoon,Business,,2,31721
Vistara,UK-836,Chennai,Morning,zero,Afternoon,Business,,2,40224
Air_India,AI-569,Chennai,Early_Morning,one,Afternoon,Business,,2,50822
Air_India,AI-672,Chennai,Evening,one,Night,Business,,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Business,,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Business,13,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Night,Business,,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Night,Business,,2,50822
Air_India,AI-672,Chennai,Evening,one,Morning,Business,,2,50822
Air_India,AI-672,Chennai,Evening,one,Morning,Business,,2,50822
Air_India,AI-672,Chennai,Evening,one,Evening,Business,,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Business,,2,50822
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Business,,2,50822
Air_India,AI-766,Chennai,Morning,one,Evening,Business,,2,54305
Air_India,AI-766,Chennai,Morning,one,Night,Business,,2,54305
Air_India,AI-766,Chennai,Morning,one,Morning,Business,,2,54305
Air_India,AI-766,Chennai,Morning,one,Afternoon,Business,,2,54305
Vistara,UK-834,Chennai,Evening,zero,Evening,Business,,2,56878
Vistara,UK-822,Chennai,Morning,one,Morning,Business,,2,59409
Air_India,AI-549,Chennai,Early_Morning,one,Afternoon,Business,,2,60076
Vistara,UK-824,Chennai,Night,one,Morning,Business,,2,63329
Vistara,UK-822,Chennai,Morning,one,Night,Business,,2,66129
Vistara,UK-822,Chennai,Morning,one,Morning,Business,,2,66129
Vistara,UK-824,Chennai,Night,one,Morning,Business,,2,70049
Vistara,UK-824,Chennai,Night,one,Night,Business,,2,70049
Vistara,UK-822,Chennai,Morning,one,Afternoon,Business,,2,71169
Vistara,UK-824,Chennai,Night,one,Afternoon,Business,18,2,75089
Vistara,UK-822,Chennai,Morning,one,Night,Business,,2,75761
Vistara,UK-822,Chennai,Morning,one,Evening,Business,,2,77329
Vistara,UK-822,Chennai,Morning,one,Evening,Business,10,2,77889
Vistara,UK-822,Chennai,Morning,one,Night,Business,,2,79121
