airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
SpiceJet,SG-8107,Delhi,Early_Morning,zero,Morning,Economy,,1,7425
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Economy,,1,7425
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Economy,,1,7425
Indigo,6E-6238,Delhi,Morning,zero,Morning,Economy,,1,7425
Indigo,6E-2485,Delhi,Afternoon,zero,Afternoon,Economy,,1,7425
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Economy,,1,7425
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Economy,,1,7425
Air_India,AI-540,Delhi,Night,zero,Night,Economy,,1,7425
SpiceJet,SG-191,Delhi,Early_Morning,one,Early_Morning,Economy,,1,7425
AirAsia,I5-747,Delhi,Evening,one,Morning,Economy,,1,7426
Indigo,6E-289,Delhi,Early_Morning,one,Morning,Economy,,1,7950
Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Economy,,1,7950
Indigo,6E-2162,Delhi,Night,zero,Night,Economy,,1,8265
Vistara,UK-835,Delhi,Evening,zero,Night,Economy,,1,9315
Indigo,6E-6187,Delhi,Afternoon,one,Night,Economy,,1,9242
Indigo,6E-358,Delhi,Morning,one,Night,Economy,,1,9242
Indigo,6E-2169,Delhi,Evening,zero,Night,Economy,,1,9840
Air_India,AI-542,Delhi,Morning,one,Early_Morning,Economy,,1,9840
Indigo,6E-2147,Delhi,Night,one,Early_Morning,Economy,,1,9887
Air_India,AI-537,Delhi,Evening,zero,Evening,Economy,,1,10470
Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Economy,,1,11100
Air_India,AI-544,Delhi,Evening,one,Early_Morning,Economy,,1,11100
Indigo,6E-2061,Delhi,Night,zero,Late_Night,Economy,,1,11730
Indigo,6E-5175,Delhi,Morning,one,Afternoon,Economy,,1,11825
Indigo,6E-2026,Delhi,Morning,one,Afternoon,Economy,,1,11825
Indigo,6E-2005,Delhi,Morning,one,Afternoon,Economy,,1,11993
Indigo,6E-6205,Delhi,Afternoon,one,Night,Economy,,1,12470
Indigo,6E-2247,Delhi,Morning,one,Night,Economy,,1,12470
Indigo,6E-6205,Delhi,Afternoon,one,Night,Economy,,1,13762
Air_India,AI-762,Delhi,Night,one,Night,Economy,,1,14040
Indigo,6E-2247,Delhi,Morning,one,Night,Economy,,1,14408
Vistara,UK-837,Delhi,Evening,zero,Night,Economy,,1,14880
SpiceJet,SG-8157,Delhi,Early_Morning,one,Early_Morning,Economy,,1,15689
Air_India,AI-485,Delhi,Early_Morning,one,Morning,Economy,,1,16393
Indigo,6E-2005,Delhi,Morning,one,Night,Economy,,1,17400
Air_India,AI-767,Delhi,Afternoon,one,Evening,Economy,,1,17715
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Economy,,1,17715
Air_India,AI-839,Delhi,Night,one,Early_Morning,Economy,,1,18030
Vistara,UK-813,Delhi,Evening,two_or_more,Evening,Economy,,1,18757
Vistara,UK-817,Delhi,Evening,two_or_more,Evening,Economy,,1,18757
Vistara,UK-819,Delhi,Afternoon,two_or_more,Evening,Economy,,1,18757
Vistara,UK-801,Delhi,Morning,two_or_more,Evening,Economy,,1,18757
Vistara,UK-815,Delhi,Morning,two_or_more,Evening,Economy,,1,18757
Vistara,UK-955,Delhi,Evening,one,Evening,Economy,,1,19920
Indigo,6E-2193,Delhi,Afternoon,two_or_more,Night,Economy,7,1,19574
Indigo,6E-152,Delhi,Morning,two_or_more,Night,Economy,,1,19626
Vistara,UK-747,Delhi,Early_Morning,two_or_more,Evening,Economy,,1,20071
SpiceJet,SG-8157,Delhi,Early_Morning,one,Night,Economy,,1,21149
SpiceJet,SG-8169,Delhi,Evening,one,Night,Economy,,1,21464
SpiceJet,SG-143,Delhi,Evening,one,Early_Morning,Economy,,1,21601
Vistara,UK-737,Delhi,Afternoon,two_or_more,Evening,Economy,28,1,22486
Vistara,UK-977,Delhi,Evening,one,Evening,Economy,,1,22860
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Economy,,1,23221
Vistara,UK-707,Delhi,Evening,two_or_more,Evening,Economy,,1,25216
SpiceJet,SG-8645,Delhi,Evening,one,Evening,Economy,,1,24961
SpiceJet,SG-8169,Delhi,Evening,one,Early_Morning,Economy,,1,25454
Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Economy,,2,7425
Vistara,UK-839,Delhi,Afternoon,zero,Evening,Economy,,2,7425
Vistara,UK-837,Delhi,Evening,zero,Night,Economy,,2,7425
Vistara,UK-835,Delhi,Evening,zero,Night,Economy,,2,7425
Indigo,6E-2162,Delhi,Night,zero,Night,Economy,,2,7425
Indigo,6E-2061,Delhi,Night,zero,Late_Night,Economy,,2,7425
Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Economy,,2,7425
Indigo,6E-2169,Delhi,Evening,zero,Night,Economy,,2,7425
Air_India,AI-540,Delhi,Night,zero,Night,Economy,,2,7425
SpiceJet,SG-8721,Delhi,Early_Morning,one,Afternoon,Economy,,2,7425
SpiceJet,SG-143,Delhi,Evening,one,Early_Morning,Economy,,2,7425
SpiceJet,SG-8169,Delhi,Evening,one,Early_Morning,Economy,,2,7425
SpiceJet,SG-8803,Delhi,Early_Morning,one,Early_Morning,Economy,,2,7425
SpiceJet,SG-8169,Delhi,Evening,one,Night,Economy,,2,7425
SpiceJet,SG-8157,Delhi,Early_Morning,one,Early_Morning,Economy,,2,7425
AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Economy,,2,7426
AirAsia,I5-747,Delhi,Evening,one,Morning,Economy,,2,7426
AirAsia,I5-550,Delhi,Evening,two_or_more,Morning,Economy,,2,7426
Indigo,6E-2485,Delhi,Afternoon,zero,Afternoon,Economy,,2,7635
SpiceJet,SG-8803,Delhi,Early_Morning,one,Night,Economy,14,2,7740
SpiceJet,SG-8157,Delhi,Early_Morning,one,Night,Economy,15,2,7740
AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Economy,,2,7791
Indigo,6E-6238,Delhi,Morning,zero,Morning,Economy,,2,7950
Indigo,6E-2005,Delhi,Morning,one,Afternoon,Economy,,2,7950
Indigo,6E-2026,Delhi,Morning,one,Afternoon,Economy,,2,7950
Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Economy,,2,7950
Indigo,6E-6205,Delhi,Afternoon,one,Night,Economy,,2,7950
Indigo,6E-2336,Delhi,Early_Morning,one,Afternoon,Economy,,2,7950
Indigo,6E-2147,Delhi,Night,one,Early_Morning,Economy,,2,7950
Indigo,6E-2026,Delhi,Morning,one,Evening,Economy,,2,7950
Indigo,6E-358,Delhi,Morning,one,Night,Economy,,2,7950
Air_India,AI-537,Delhi,Evening,zero,Evening,Economy,,2,8265
Indigo,6E-967,Delhi,Evening,one,Late_Night,Economy,,2,8596
Indigo,6E-6205,Delhi,Afternoon,one,Night,Economy,,2,8596
Indigo,6E-2005,Delhi,Morning,one,Night,Economy,,2,8596
Indigo,6E-6187,Delhi,Afternoon,one,Night,Economy,,2,9242
Air_India,AI-439,Delhi,Early_Morning,zero,Morning,Economy,,2,9630
Indigo,6E-2336,Delhi,Early_Morning,one,Afternoon,Economy,,2,9887
Indigo,6E-6205,Delhi,Afternoon,one,Late_Night,Economy,,2,9887
Indigo,6E-5175,Delhi,Morning,one,Afternoon,Economy,,2,11048
Indigo,6E-5175,Delhi,Morning,one,Evening,Economy,10,2,11468
Air_India,AI-805,Delhi,Evening,one,Early_Morning,Economy,,2,11520
Air_India,AI-624,Delhi,Evening,one,Early_Morning,Economy,,2,11520
Air_India,AI-868,Delhi,Evening,one,Early_Morning,Economy,,2,11520
Air_India,AI-441,Delhi,Evening,one,Early_Morning,Economy,,2,11520
Air_India,AI-636,Delhi,Afternoon,one,Early_Morning,Economy,,2,11520
Air_India,AI-665,Delhi,Early_Morning,one,Early_Morning,Economy,,2,11520
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Economy,,2,11520
Indigo,6E-2247,Delhi,Morning,one,Night,Economy,,2,11825
Indigo,6E-2188,Delhi,Afternoon,one,Evening,Economy,,2,12098
Indigo,6E-2247,Delhi,Morning,one,Night,Economy,,2,12470
SpiceJet,SG-8946,Delhi,Morning,one,Evening,Economy,,2,12570
Vistara,UK-963,Delhi,Morning,one,Evening,Economy,,2,13095
Vistara,UK-985,Delhi,Evening,one,Evening,Economy,,2,13095
Vistara,UK-977,Delhi,Evening,one,Evening,Economy,,2,13095
Vistara,UK-955,Delhi,Evening,one,Evening,Economy,,2,13095
Air_India,AI-762,Delhi,Night,one,Night,Economy,,2,12780
Vistara,UK-953,Delhi,Night,one,Evening,Economy,,2,13200
