airline,flight,source_city,departure_time,stops,arrival_time,class,duration,days_left,price
Indigo,6E-841,Bangalore,Afternoon,zero,Afternoon,Economy,,1,7016
Indigo,6E-541,Bangalore,Morning,zero,Morning,Economy,,1,9693
Vistara,UK-802,Bangalore,Evening,one,Morning,Economy,,1,12454
Vistara,UK-820,Bangalore,Evening,one,Morning,Economy,,1,12454
Vistara,UK-802,Bangalore,Evening,one,Evening,Economy,,1,12454
Vistara,UK-820,Bangalore,Evening,one,Evening,Economy,,1,12454
Vistara,UK-802,Bangalore,Evening,one,Night,Economy,,1,12454
Vistara,UK-820,Bangalore,Evening,one,Night,Economy,,1,12454
Vistara,UK-802,Bangalore,Evening,one,Night,Economy,,1,12454
Vistara,UK-820,Bangalore,Evening,one,Night,Economy,,1,12454
Air_India,AI-501,Bangalore,Afternoon,one,Night,Economy,,1,14524
Air_India,AI-505,Bangalore,Morning,one,Night,Economy,,1,14524
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Economy,,1,15667
Vistara,UK-816,Bangalore,Morning,one,Night,Economy,,1,15667
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Economy,,1,15667
Vistara,UK-816,Bangalore,Morning,one,Morning,Economy,,1,15667
Vistara,UK-808,Bangalore,Early_Morning,one,Morning,Economy,,1,15667
Vistara,UK-816,Bangalore,Morning,one,Evening,Economy,,1,15667
Air_India,AI-503,Bangalore,Evening,one,Evening,Economy,,1,15364
Air_India,AI-808,Bangalore,Night,one,Night,Economy,,1,15364
Air_India,AI-9517,Bangalore,Evening,one,Early_Morning,Economy,,1,15889
Air_India,AI-808,Bangalore,Night,one,Evening,Economy,22,1,16204
Vistara,UK-850,Bangalore,Evening,one,Evening,Economy,24,1,16782
Air_India,AI-503,Bangalore,Evening,one,Morning,Economy,,1,16729
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Economy,,1,16729
Air_India,AI-505,Bangalore,Morning,one,Morning,Economy,,1,16729
Vistara,UK-818,Bangalore,Evening,one,Morning,Economy,,1,17149
Air_India,AI-505,Bangalore,Morning,one,Evening,Economy,,1,17569
Air_India,AI-808,Bangalore,Night,one,Morning,Economy,,1,17569
Vistara,UK-854,Bangalore,Evening,one,Evening,Economy,,1,20352
Vistara,UK-850,Bangalore,Evening,one,Morning,Economy,,1,20772
Vistara,UK-816,Bangalore,Morning,one,Night,Economy,,1,23869
Vistara,UK-854,Bangalore,Evening,one,Morning,Economy,,1,24342
SpiceJet,SG-4009,Bangalore,Early_Morning,zero,Early_Morning,Economy,,2,3497
Indigo,6E-841,Bangalore,Afternoon,zero,Afternoon,Economy,,2,3498
Indigo,6E-541,Bangalore,Morning,zero,Morning,Economy,,2,3498
