airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,28,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,29,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,30,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,31,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,32,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,33,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,34,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,35,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,36,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,37,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,38,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,39,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,40,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,41,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,42,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,43,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,44,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,45,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,46,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,47,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,48,65832
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,13,49,65832
Vistara,UK-865,Mumbai,Evening,one,Afternoon,Delhi,Business,19,1,90308
Vistara,UK-865,Mumbai,Evening,one,Afternoon,Delhi,Business,19,2,57856
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,3,42781
Vistara,UK-865,Mumbai,Evening,one,Afternoon,Delhi,Business,19,3,64912
Vistara,UK-865,Mumbai,Evening,one,Afternoon,Delhi,Business,19,4,53152
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,5,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,7,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,8,40435
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,10,41101
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,12,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,14,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,15,40435
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,17,41101
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,19,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,21,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,22,40435
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,24,41101
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,26,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,28,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,29,40435
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,31,41101
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,33,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,35,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,36,40435
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,19,38,41101
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,40,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,42,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,43,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,47,40435
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13,49,40435
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,2,59189
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,3,59189
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,4,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,5,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,6,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,7,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,8,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,9,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,10,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,11,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,12,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,13,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,14,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,15,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,16,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,17,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,18,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,19,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,20,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,21,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,22,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,23,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,24,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,25,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,26,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,27,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,28,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,29,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,30,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,31,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,32,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,33,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,34,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,35,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,36,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,37,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,38,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,39,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,40,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,41,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,42,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,43,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,44,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,45,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,46,54608
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13,48,54608
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,1,50810
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Business,13,2,50810
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,2,50810
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,3,49154
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,4,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,5,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,6,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,7,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,8,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,9,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,10,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,11,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,12,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,13,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,14,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,15,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,16,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,17,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,18,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,19,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,20,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,21,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,22,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,23,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,24,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,25,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,26,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,27,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,28,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,29,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,30,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,31,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,32,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,33,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,34,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,35,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,36,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,37,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,38,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,39,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,40,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,41,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,42,45693
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13,43,45693
Air_India,AI-671,Mumbai,Morning,one,Night,Hyderabad,Business,13,48,38166
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13,1,82989
Air_India,AI-809,Mumbai,Morning,one,Night,Chennai,Business,13,2,57003
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13,2,73917
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13,3,106476
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13,4,69885
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13,5,61933
