airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,24,7116
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,25,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,25,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,25,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,26,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,26,1714
Air_India,AI-565,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,19,26,6242
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,27,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,27,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,27,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,28,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,28,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,28,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,29,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,29,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,29,6200
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,30,1714
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,30,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,30,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,31,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,31,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,31,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,32,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,32,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,32,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,33,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,33,1714
Air_India,AI-565,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,19,33,6872
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,34,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,34,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,34,6200
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,35,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,35,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,35,6620
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,36,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,36,1714
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,36,6200
