airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Hyderabad,Economy,,24,6843
Air_India,AI-738,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,,24,6843
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,,24,6954
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,,24,7116
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,,24,7116
Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Hyderabad,Economy,,24,7263
Air_India,AI-738,Bangalore,Morning,two_or_more,Night,Hyderabad,Economy,,24,7263
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Hyderabad,Economy,,24,9960
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,,24,10090
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,,24,10090
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,,24,10090
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,,24,10090
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,,24,10090
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,,24,10724
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,,24,10802
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14,24,10802
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,,24,10802
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Economy,,24,10802
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,,24,10802
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,,24,10802
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,,24,10802
