airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,26,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,27,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,28,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,29,6502
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11,30,6450
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,30,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,31,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,33,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,34,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,35,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,36,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,37,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,38,6502
Air_India,AI-625,Mumbai,Morning,one,Late_Night,Bangalore,Economy,16,38,9518
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,40,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,41,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,42,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,43,6502
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,44,6502
Air_India,AI-619,Mumbai,Evening,one,Morning,Bangalore,Economy,15,45,3623
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15,45,6502
Air_India,AI-619,Mumbai,Evening,one,Morning,Bangalore,Economy,15,48,3623
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,2,11508
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Economy,12,2,19961
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,2,21273
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,3,12768
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,3,14343
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,3,16023
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Economy,12,3,16286
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,4,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,4,12557
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,4,15078
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,5,9879
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,5,11129
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,5,11928
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,12,5,13943
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,5,21273
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,6,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,6,13608
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,12,6,13943
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,6,16023
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,7,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,7,13608
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,7,14343
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,8,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,8,13608
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,9,11129
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,9,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,9,14343
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,10,9879
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,10,10058
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,10,11508
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,11,9879
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,11,11664
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,11,11508
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,12,11508
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,12,12,13764
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,12,21273
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,13,9879
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,13,11664
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,13,11928
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,14,9879
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,14,11129
Air_India,AI-660,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,15,14,12768
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,15,8981
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,15,9763
Air_India,AI-888,Mumbai,Evening,one,Evening,Kolkata,Economy,23,15,10532
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,15,12557
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,16,5817
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,16,6634
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,16,10164
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,17,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,17,5817
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,17,6634
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,17,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,18,5817
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,18,6634
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,19,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,19,5502
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,19,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,20,5502
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,21,5502
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,22,5502
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,23,4556
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,23,4556
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,24,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,24,4977
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,24,4977
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,24,6634
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,24,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,25,4556
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,25,4556
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,26,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,26,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,27,4556
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,27,4556
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,27,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,28,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,29,5502
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,29,6634
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,29,7264
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,30,4977
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,31,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,31,4977
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,31,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,32,4977
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,33,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,33,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,34,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,35,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,36,4977
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,36,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,37,4977
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,38,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,38,4977
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,38,6634
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,16,38,6634
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,39,4977
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,15,39,6634
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Economy,15,40,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,40,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,41,4556
Air_India,AI-809,Mumbai,Morning,one,Morning,Kolkata,Economy,23,41,4556
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,42,4977
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,15,43,4977
