airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,,24,5441
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,,24,5441
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,,24,5441
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Economy,,24,5441
Air_India,AI-9891,Hyderabad,Evening,one,Morning,Bangalore,Economy,,24,5126
Indigo,6E-7211,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,,24,5136
Indigo,6E-7298,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,,24,5136
Indigo,6E-7211,Hyderabad,Morning,one,Evening,Bangalore,Economy,,24,5136
Indigo,6E-7201,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,,24,5136
Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,24,5136
Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,,24,5500
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,,24,5962
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,,24,6112
Air_India,AI-840,Hyderabad,Night,one,Morning,Bangalore,Economy,,24,5894
Air_India,AI-840,Hyderabad,Night,one,Evening,Bangalore,Economy,,24,5894
Air_India,AI-525,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Economy,,24,5958
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,,24,6310
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,,24,6310
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,,24,6310
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Economy,,24,6461
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,,24,6461
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,,24,6461
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,,24,6461
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,,24,6461
Vistara,UK-880,Hyderabad,Afternoon,two_or_more,Night,Bangalore,Economy,7,24,6625
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Economy,,24,6314
Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Economy,,24,6314
Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Economy,,24,6314
Air_India,AI-507,Hyderabad,Morning,one,Evening,Bangalore,Economy,,24,6330
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,,24,6776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,,24,6776
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,,24,6776
Air_India,AI-541,Hyderabad,Evening,one,Late_Night,Bangalore,Economy,,24,6734
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Economy,,24,6734
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,,24,7301
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,,24,7301
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,,24,7154
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,,24,7154
Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Bangalore,Economy,,24,7230
Air_India,AI-543,Hyderabad,Morning,one,Night,Bangalore,Economy,,24,7650
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,24,10002
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,,24,11735
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,,24,12547
Vistara,UK-659,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,,24,13032
Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,24,12853
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,,24,15370
Vistara,UK-898,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,,25,1776
Indigo,6E-285,Hyderabad,Evening,zero,Night,Bangalore,Economy,,25,1776
AirAsia,I5-974,Hyderabad,Night,zero,Night,Bangalore,Economy,,25,1776
AirAsia,I5-1543,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Economy,,25,1776
AirAsia,I5-1518,Hyderabad,Evening,zero,Night,Bangalore,Economy,,25,1776
Indigo,6E-6319,Hyderabad,Evening,zero,Evening,Bangalore,Economy,,25,1776
GO_FIRST,G8-517,Hyderabad,Night,zero,Night,Bangalore,Economy,,25,1776
Indigo,6E-6505,Hyderabad,Night,zero,Night,Bangalore,Economy,,25,1776
Indigo,6E-949,Hyderabad,Night,zero,Late_Night,Bangalore,Economy,,25,1776
Indigo,6E-6066,Hyderabad,Morning,zero,Morning,Bangalore,Economy,,25,1776
Indigo,6E-827,Hyderabad,Morning,zero,Afternoon,Bangalore,Economy,,25,1776
Indigo,6E-371,Hyderabad,Evening,zero,Evening,Bangalore,Economy,,25,1776
Indigo,6E-413,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,,25,1776
Air_India,AI-515,Hyderabad,Morning,zero,Morning,Bangalore,Economy,,25,2080
Air_India,AI-9518,Hyderabad,Night,zero,Night,Bangalore,Economy,,25,2091
Air_India,AI-9875,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,,25,2091
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,,25,2728
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,,25,2737
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,,25,2737
Indigo,6E-157,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,,25,2737
AirAsia,I5-972,Hyderabad,Evening,one,Night,Bangalore,Economy,,25,2738
AirAsia,I5-1517,Hyderabad,Evening,one,Night,Bangalore,Economy,,25,2738
AirAsia,I5-972,Hyderabad,Evening,one,Morning,Bangalore,Economy,,25,2738
Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4,25,3072
Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,,25,3072
Indigo,6E-668,Hyderabad,Evening,one,Night,Bangalore,Economy,,25,3072
Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,,25,3072
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Bangalore,Economy,,25,3072
Indigo,6E-514,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,25,3072
Indigo,6E-531,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,,25,3798
Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,,25,3798
Indigo,6E-2005,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5,25,3918
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Bangalore,Economy,,25,4452
GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Bangalore,Economy,,25,4452
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Bangalore,Economy,,25,4452
GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Bangalore,Economy,,25,4452
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,,25,4452
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,,25,4452
Air_India,AI-698,Hyderabad,Night,one,Morning,Bangalore,Economy,,25,4684
Air_India,AI-698,Hyderabad,Night,one,Evening,Bangalore,Economy,,25,4684
Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,,25,5040
