airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Business,19,24,45883
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Business,29,2,89009
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Bangalore,Business,20,4,56590
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,6,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,7,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,8,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,9,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,10,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,11,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,12,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,13,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,14,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,15,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,16,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,17,81169
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,18,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,19,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,20,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,21,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,22,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,23,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,24,70714
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,25,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,26,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,27,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,28,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,29,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,30,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,31,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,32,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,33,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,34,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,35,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,36,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,37,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,38,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,39,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,40,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,41,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,42,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,43,56702
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,13,44,56702
Air_India,AI-620,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,13,45,38043
Air_India,AI-620,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,13,46,38043
Air_India,AI-620,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,13,48,38043
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Business,30,3,53364
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,13,3,84154
Air_India,AI-838,Hyderabad,Afternoon,one,Morning,Kolkata,Business,20,4,51707
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,13,4,69739
