airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11,1,12150
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,1,20130
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,1,25800
GO_FIRST,G8-286,Delhi,Morning,two_or_more,Night,Mumbai,Economy,11,3,12045
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,4,15825
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,4,15825
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,5,12045
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,6,12045
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,6,13725
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,6,22755
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,7,12990
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,7,21180
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,8,12990
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,8,12990
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,10,9840
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,10,18135
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,11,5949
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,11,5949
GO_FIRST,G8-286,Delhi,Morning,two_or_more,Night,Mumbai,Economy,11,11,12045
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,11,13935
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,11,21285
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,12,5949
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,12,5949
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,12,12045
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,12,14040
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,13,5949
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,13,5949
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,13,12045
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,13,12990
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,13,12990
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,14,5949
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,14,5949
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,14,13410
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,14,14040
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,15,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,15,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,15,6008
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,15,8835
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,16,4867
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,16,4867
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,17,5230
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,17,5230
GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,11,17,6374
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,17,6756
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,18,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,18,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,18,4853
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,18,7838
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,19,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,19,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,19,8331
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,20,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,20,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,20,4118
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,20,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,21,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,21,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,21,5115
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,21,6227
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,21,7785
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,22,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,22,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,22,5693
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,22,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,23,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,23,2409
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,24,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,24,2409
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,24,5281
GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,11,24,5954
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,25,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,25,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,25,4433
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,25,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,26,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,26,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,26,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,27,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,27,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,27,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,27,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,28,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,28,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,28,4118
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,28,7785
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,29,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,29,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,29,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,29,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,30,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,30,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,30,8205
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,31,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,31,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,31,3855
GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,11,31,11016
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,32,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,32,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,32,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,32,7785
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,33,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,33,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,33,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,34,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,34,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,34,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,34,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,35,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,35,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,35,3855
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,35,5360
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,35,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,36,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,36,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,36,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,36,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,37,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,37,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,38,3102
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,38,3733
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,38,4853
GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,11,38,12407
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,39,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,39,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,39,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,39,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,40,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,40,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,40,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,41,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,41,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,41,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,41,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,42,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,42,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,42,3855
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,42,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,43,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,43,2409
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,43,3855
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,43,5360
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,43,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,44,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,44,2409
Air_India,AI-560,Delhi,Morning,one,Early_Morning,Mumbai,Economy,23,44,3831
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,44,7575
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,45,3102
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,45,3102
GO_FIRST,G8-143,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,45,7907
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,46,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,46,2409
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,46,7575
GO_FIRST,G8-143,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,46,7234
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,47,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,47,2409
GO_FIRST,G8-143,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,47,5584
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,48,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,48,2409
GO_FIRST,G8-143,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,48,7907
AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11,49,2409
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15,49,2409
GO_FIRST,G8-143,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,49,5584
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,49,7575
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11,1,8056
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,1,12045
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,1,14548
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15,1,17701
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11,2,7423
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,2,7423
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,2,7424
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,2,9735
Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Economy,28,2,10680
Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,2,16613
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,2,16875
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,3,7424
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11,3,9736
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,3,10733
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15,3,10929
Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,3,12203
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,3,15879
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11,4,7423
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,4,7423
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,4,7424
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,4,7424
Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,4,9735
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,4,9945
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,4,10680
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15,4,14603
Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,4,21285
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,11,5,7423
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,5,7424
Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,5,9840
Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,5,9735
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,5,9736
Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Economy,11,5,10680
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,5,10680
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,5,10680
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,5,12045
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15,5,13869
Air_India,AI-885,Delhi,Morning,one,Night,Bangalore,Economy,11,5,21128
AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,6,7423
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,6,7424
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,6,7424
Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,6,9840
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,6,9998
Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12,6,10208
SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15,6,11349
Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,6,21285
Air_India,AI-885,Delhi,Morning,one,Night,Bangalore,Economy,11,6,25118
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,7,7424
GO_FIRST,G8-165,Delhi,Early_Morning,one,Night,Bangalore,Economy,16,7,7424
Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,7,9840
Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11,7,9735
Indigo,6E-2331,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12,7,9735
