airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,24,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,25,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,25,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,25,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,26,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,26,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,26,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,27,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,27,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,27,6776
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,28,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,28,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,28,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,29,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,29,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,29,6776
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,30,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,30,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,30,7196
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,31,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,31,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,31,6776
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,32,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,32,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,32,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,33,1776
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,1,33,1776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,13,33,6461
Vistara,UK-894,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1,34,1776
